section_id,section_name,row_id,row_name
14,Loge Box 140,5,Ff
14,Loge Box 140,1,Bb
14,Loge Box 140,4,Ee
14,Loge Box 140,10,Ll
14,Loge Box 140,6,Gg
14,Loge Box 140,11,Mm
14,Loge Box 140,7,Hh
14,Loge Box 140,9,Kk
14,Loge Box 140,8,Jj
14,Loge Box 140,12,Nn
14,Loge Box 140,3,Dd
14,Loge Box 140,2,Cc
15,Loge Box 143,0,Aa
15,Loge Box 143,5,Ff
15,Loge Box 143,1,Bb
15,Loge Box 143,4,Ee
15,Loge Box 143,10,Ll
15,Loge Box 143,6,Gg
15,Loge Box 143,11,Mm
15,Loge Box 143,7,Hh
15,Loge Box 143,9,Kk
15,Loge Box 143,8,Jj
15,Loge Box 143,12,Nn
15,Loge Box 143,3,Dd
15,Loge Box 143,2,Cc
16,Loge Box 142,0,Aa
16,Loge Box 142,5,Ff
16,Loge Box 142,1,Bb
16,Loge Box 142,4,Ee
16,Loge Box 142,10,Ll
16,Loge Box 142,6,Gg
16,Loge Box 142,11,Mm
16,Loge Box 142,7,Hh
16,Loge Box 142,9,Kk
16,Loge Box 142,8,Jj
16,Loge Box 142,12,Nn
16,Loge Box 142,3,Dd
16,Loge Box 142,2,Cc
17,Right Field Roof Box 25,0,A
17,Right Field Roof Box 25,2,C
17,Right Field Roof Box 25,1,B
17,Right Field Roof Box 25,4,E
17,Right Field Roof Box 25,3,D
17,Right Field Roof Box 25,6,G
17,Right Field Roof Box 25,5,F
18,Right Field Box 87,11,Qq
18,Right Field Box 87,3,Gg
18,Right Field Box 87,10,Pp
18,Right Field Box 87,12,Rr
18,Right Field Box 87,9,Nn
18,Right Field Box 87,8,Mm
18,Right Field Box 87,7,Ll
18,Right Field Box 87,2,Ff
18,Right Field Box 87,18,Xx
18,Right Field Box 87,17,Ww
18,Right Field Box 87,1,Ee
18,Right Field Box 87,4,Hh
18,Right Field Box 87,0,Dd
18,Right Field Box 87,6,Kk
18,Right Field Box 87,5,Jj
18,Right Field Box 87,16,Vv
18,Right Field Box 87,15,Uu
18,Right Field Box 87,13,Ss
18,Right Field Box 87,14,Tt
19,Right Field Box 88,11,Qq
19,Right Field Box 88,3,Gg
19,Right Field Box 88,10,Pp
19,Right Field Box 88,12,Rr
19,Right Field Box 88,9,Nn
19,Right Field Box 88,8,Mm
19,Right Field Box 88,7,Ll
19,Right Field Box 88,2,Ff
19,Right Field Box 88,18,Xx
19,Right Field Box 88,17,Ww
19,Right Field Box 88,1,Ee
19,Right Field Box 88,4,Hh
19,Right Field Box 88,0,Dd
19,Right Field Box 88,6,Kk
19,Right Field Box 88,5,Jj
19,Right Field Box 88,16,Vv
19,Right Field Box 88,15,Uu
19,Right Field Box 88,13,Ss
19,Right Field Box 88,14,Tt
20,Right Field Box 89,11,Qq
20,Right Field Box 89,3,Gg
20,Right Field Box 89,10,Pp
20,Right Field Box 89,12,Rr
20,Right Field Box 89,9,Nn
20,Right Field Box 89,8,Mm
20,Right Field Box 89,7,Ll
20,Right Field Box 89,2,Ff
20,Right Field Box 89,18,Xx
20,Right Field Box 89,17,Ww
20,Right Field Box 89,1,Ee
20,Right Field Box 89,4,Hh
20,Right Field Box 89,0,Dd
20,Right Field Box 89,6,Kk
20,Right Field Box 89,5,Jj
20,Right Field Box 89,16,Vv
20,Right Field Box 89,15,Uu
20,Right Field Box 89,13,Ss
20,Right Field Box 89,14,Tt
21,Right Field Pavilion 15,,
22,Right Field Roof Box 23,0,A
22,Right Field Roof Box 23,2,C
22,Right Field Roof Box 23,1,B
22,Right Field Roof Box 23,4,E
22,Right Field Roof Box 23,3,D
22,Right Field Roof Box 23,6,G
22,Right Field Roof Box 23,5,F
23,Dugout Box 80,0,1
23,Dugout Box 80,1,2
24,Dugout Box 81,0,1
24,Dugout Box 81,1,2
25,Right Field Box 8,1,A
25,Right Field Box 8,3,C
25,Right Field Box 8,2,B
25,Right Field Box 8,5,E
25,Right Field Box 8,4,D
25,Right Field Box 8,7,G
25,Right Field Box 8,6,F
25,Right Field Box 8,8,H
25,Right Field Box 8,10,K
25,Right Field Box 8,9,J
25,Right Field Box 8,0,1
26,Right Field Box 3,3,C
26,Right Field Box 3,2,B
26,Right Field Box 3,0,E
26,Right Field Box 3,4,D
26,Right Field Box 3,5,G
26,Right Field Box 3,1,F
26,Right Field Box 3,6,H
26,Right Field Box 3,8,K
26,Right Field Box 3,7,J
26,Right Field Box 3,9,N
27,Field Box 48,0,A
27,Field Box 48,2,C
27,Field Box 48,1,B
27,Field Box 48,4,E
27,Field Box 48,3,D
27,Field Box 48,6,G
27,Field Box 48,5,F
27,Field Box 48,7,H
27,Field Box 48,9,K
27,Field Box 48,8,J
27,Field Box 48,11,M
27,Field Box 48,10,L
28,Dugout Box 60,0,1
28,Dugout Box 60,1,2
29,Dugout Box 61,0,1
29,Dugout Box 61,1,2
30,Terrace A,,
31,Terrace B,,
32,Emc Suite Right 11,,
33,Emc Suite Right 10,,
34,Emc Suite Right 13,,
35,Emc Suite Right 12,,
36,Emc Suite Right 15,,
37,Emc Suite Right 14,,
38,Emc Suite Right 17,,
39,Emc Suite Right 16,,
40,Emc Suite Right 19,,
41,Emc Suite Right 18,,
42,Field Box 34,0,A
42,Field Box 34,2,C
42,Field Box 34,1,B
42,Field Box 34,4,E
42,Field Box 34,3,D
42,Field Box 34,6,G
42,Field Box 34,5,F
42,Field Box 34,7,H
42,Field Box 34,9,K
42,Field Box 34,8,J
42,Field Box 34,11,M
42,Field Box 34,10,L
43,Field Box 35,0,A
43,Field Box 35,2,C
43,Field Box 35,1,B
43,Field Box 35,4,E
43,Field Box 35,3,D
43,Field Box 35,6,G
43,Field Box 35,5,F
43,Field Box 35,7,H
43,Field Box 35,9,K
43,Field Box 35,8,J
43,Field Box 35,11,M
43,Field Box 35,10,L
44,Field Box 36,0,A
44,Field Box 36,2,C
44,Field Box 36,1,B
44,Field Box 36,4,E
44,Field Box 36,3,D
44,Field Box 36,6,G
44,Field Box 36,5,F
44,Field Box 36,7,H
44,Field Box 36,9,K
44,Field Box 36,8,J
44,Field Box 36,11,M
44,Field Box 36,10,L
45,Field Box 37,0,A
45,Field Box 37,2,C
45,Field Box 37,1,B
45,Field Box 37,4,E
45,Field Box 37,3,D
45,Field Box 37,6,G
45,Field Box 37,5,F
45,Field Box 37,7,H
45,Field Box 37,9,K
45,Field Box 37,8,J
45,Field Box 37,11,M
45,Field Box 37,10,L
46,Field Box 30,0,A
46,Field Box 30,2,C
46,Field Box 30,1,B
46,Field Box 30,4,E
46,Field Box 30,3,D
46,Field Box 30,6,G
46,Field Box 30,5,F
46,Field Box 30,7,H
46,Field Box 30,9,K
46,Field Box 30,8,J
46,Field Box 30,11,M
46,Field Box 30,10,L
47,Field Box 31,0,A
47,Field Box 31,2,C
47,Field Box 31,1,B
47,Field Box 31,4,E
47,Field Box 31,3,D
47,Field Box 31,6,G
47,Field Box 31,5,F
47,Field Box 31,7,H
47,Field Box 31,9,K
47,Field Box 31,8,J
47,Field Box 31,11,M
47,Field Box 31,10,L
48,Field Box 32,0,A
48,Field Box 32,2,C
48,Field Box 32,1,B
48,Field Box 32,4,E
48,Field Box 32,3,D
48,Field Box 32,6,G
48,Field Box 32,5,F
48,Field Box 32,7,H
48,Field Box 32,9,K
48,Field Box 32,8,J
48,Field Box 32,11,M
48,Field Box 32,10,L
49,Field Box 33,0,A
49,Field Box 33,2,C
49,Field Box 33,1,B
49,Field Box 33,4,E
49,Field Box 33,3,D
49,Field Box 33,6,G
49,Field Box 33,5,F
49,Field Box 33,7,H
49,Field Box 33,9,K
49,Field Box 33,8,J
49,Field Box 33,11,M
49,Field Box 33,10,L
50,Loge Box 109,0,Aa
50,Loge Box 109,5,Ff
50,Loge Box 109,1,Bb
50,Loge Box 109,4,Ee
50,Loge Box 109,10,Ll
50,Loge Box 109,6,Gg
50,Loge Box 109,11,Mm
50,Loge Box 109,7,Hh
50,Loge Box 109,9,Kk
50,Loge Box 109,8,Jj
50,Loge Box 109,12,Nn
50,Loge Box 109,3,Dd
50,Loge Box 109,2,Cc
51,Loge Box 108,0,Aa
51,Loge Box 108,5,Ff
51,Loge Box 108,1,Bb
51,Loge Box 108,4,Ee
51,Loge Box 108,10,Ll
51,Loge Box 108,6,Gg
51,Loge Box 108,11,Mm
51,Loge Box 108,7,Hh
51,Loge Box 108,9,Kk
51,Loge Box 108,8,Jj
51,Loge Box 108,12,Nn
51,Loge Box 108,3,Dd
51,Loge Box 108,2,Cc
52,Field Box 38,0,A
52,Field Box 38,2,C
52,Field Box 38,1,B
52,Field Box 38,4,E
52,Field Box 38,3,D
52,Field Box 38,6,G
52,Field Box 38,5,F
52,Field Box 38,7,H
52,Field Box 38,9,K
52,Field Box 38,8,J
52,Field Box 38,11,M
52,Field Box 38,10,L
53,Field Box 39,0,A
53,Field Box 39,2,C
53,Field Box 39,1,B
53,Field Box 39,4,E
53,Field Box 39,3,D
53,Field Box 39,6,G
53,Field Box 39,5,F
53,Field Box 39,7,H
53,Field Box 39,9,K
53,Field Box 39,8,J
53,Field Box 39,11,M
53,Field Box 39,10,L
54,Field Box 41,0,A
54,Field Box 41,2,C
54,Field Box 41,1,B
54,Field Box 41,4,E
54,Field Box 41,3,D
54,Field Box 41,6,G
54,Field Box 41,5,F
54,Field Box 41,7,H
54,Field Box 41,9,K
54,Field Box 41,8,J
54,Field Box 41,11,M
54,Field Box 41,10,L
55,Field Box 40,0,A
55,Field Box 40,2,C
55,Field Box 40,1,B
55,Field Box 40,4,E
55,Field Box 40,3,D
55,Field Box 40,6,G
55,Field Box 40,5,F
55,Field Box 40,7,H
55,Field Box 40,9,K
55,Field Box 40,8,J
55,Field Box 40,11,M
55,Field Box 40,10,L
56,Field Box 43,0,A
56,Field Box 43,2,C
56,Field Box 43,1,B
56,Field Box 43,4,E
56,Field Box 43,3,D
56,Field Box 43,6,G
56,Field Box 43,5,F
56,Field Box 43,7,H
56,Field Box 43,9,K
56,Field Box 43,8,J
56,Field Box 43,11,M
56,Field Box 43,10,L
57,Field Box 42,0,A
57,Field Box 42,2,C
57,Field Box 42,1,B
57,Field Box 42,4,E
57,Field Box 42,3,D
57,Field Box 42,6,G
57,Field Box 42,5,F
57,Field Box 42,7,H
57,Field Box 42,9,K
57,Field Box 42,8,J
57,Field Box 42,11,M
57,Field Box 42,10,L
58,Field Box 45,0,A
58,Field Box 45,2,C
58,Field Box 45,1,B
58,Field Box 45,4,E
58,Field Box 45,3,D
58,Field Box 45,6,G
58,Field Box 45,5,F
58,Field Box 45,7,H
58,Field Box 45,9,K
58,Field Box 45,8,J
58,Field Box 45,11,M
58,Field Box 45,10,L
59,Field Box 44,0,A
59,Field Box 44,2,C
59,Field Box 44,1,B
59,Field Box 44,4,E
59,Field Box 44,3,D
59,Field Box 44,6,G
59,Field Box 44,5,F
59,Field Box 44,7,H
59,Field Box 44,9,K
59,Field Box 44,8,J
59,Field Box 44,11,M
59,Field Box 44,10,L
60,Field Box 47,0,A
60,Field Box 47,2,C
60,Field Box 47,1,B
60,Field Box 47,4,E
60,Field Box 47,3,D
60,Field Box 47,6,G
60,Field Box 47,5,F
60,Field Box 47,7,H
60,Field Box 47,9,K
60,Field Box 47,8,J
60,Field Box 47,11,M
60,Field Box 47,10,L
61,Field Box 46,0,A
61,Field Box 46,2,C
61,Field Box 46,1,B
61,Field Box 46,4,E
61,Field Box 46,3,D
61,Field Box 46,6,G
61,Field Box 46,5,F
61,Field Box 46,7,H
61,Field Box 46,9,K
61,Field Box 46,8,J
61,Field Box 46,11,M
61,Field Box 46,10,L
62,Field Box 49,0,A
62,Field Box 49,2,C
62,Field Box 49,1,B
62,Field Box 49,4,E
62,Field Box 49,3,D
62,Field Box 49,6,G
62,Field Box 49,5,F
62,Field Box 49,7,H
62,Field Box 49,9,K
62,Field Box 49,8,J
62,Field Box 49,11,M
62,Field Box 49,10,L
63,Right Field Box 2,1,C
63,Right Field Box 2,0,B
63,Right Field Box 2,3,E
63,Right Field Box 2,2,D
63,Right Field Box 2,5,G
63,Right Field Box 2,4,F
63,Right Field Box 2,6,H
63,Right Field Box 2,8,K
63,Right Field Box 2,7,J
63,Right Field Box 2,10,M
63,Right Field Box 2,9,L
63,Right Field Box 2,11,N
64,Right Field Box 1,1,C
64,Right Field Box 1,0,B
64,Right Field Box 1,3,E
64,Right Field Box 1,2,D
64,Right Field Box 1,5,G
64,Right Field Box 1,4,F
64,Right Field Box 1,6,H
64,Right Field Box 1,8,K
64,Right Field Box 1,7,J
64,Right Field Box 1,10,M
64,Right Field Box 1,9,L
64,Right Field Box 1,11,N
65,Right Field Box 7,1,A
65,Right Field Box 7,3,C
65,Right Field Box 7,2,B
65,Right Field Box 7,5,E
65,Right Field Box 7,4,D
65,Right Field Box 7,7,G
65,Right Field Box 7,6,F
65,Right Field Box 7,8,H
65,Right Field Box 7,10,K
65,Right Field Box 7,9,J
65,Right Field Box 7,0,1
66,Right Field Box 6,0,C
66,Right Field Box 6,2,E
66,Right Field Box 6,1,D
66,Right Field Box 6,4,G
66,Right Field Box 6,3,F
66,Right Field Box 6,5,H
66,Right Field Box 6,6,J
67,Right Field Box 5,1,G
67,Right Field Box 5,0,F
67,Right Field Box 5,3,H
67,Right Field Box 5,6,K
67,Right Field Box 5,5,J
67,Right Field Box 5,4,M
67,Right Field Box 5,2,L
67,Right Field Box 5,7,N
68,Right Field Box 4,1,G
68,Right Field Box 4,0,F
68,Right Field Box 4,2,H
68,Right Field Box 4,4,K
68,Right Field Box 4,3,J
68,Right Field Box 4,5,N
69,State Street Pavilion Club 12,0,1
69,State Street Pavilion Club 12,2,3
69,State Street Pavilion Club 12,1,2
69,State Street Pavilion Club 12,4,5
69,State Street Pavilion Club 12,3,4
70,State Street Pavilion Club 13,0,1
70,State Street Pavilion Club 13,2,3
70,State Street Pavilion Club 13,1,2
70,State Street Pavilion Club 13,4,5
70,State Street Pavilion Club 13,3,4
71,State Street Pavilion Club 10,0,1
71,State Street Pavilion Club 10,2,3
71,State Street Pavilion Club 10,1,2
71,State Street Pavilion Club 10,4,5
71,State Street Pavilion Club 10,3,4
72,State Street Pavilion Club 11,0,1
72,State Street Pavilion Club 11,2,3
72,State Street Pavilion Club 11,1,2
72,State Street Pavilion Club 11,4,5
72,State Street Pavilion Club 11,3,4
73,State Street Pavilion Club 14,0,1
73,State Street Pavilion Club 14,2,3
73,State Street Pavilion Club 14,1,2
73,State Street Pavilion Club 14,4,5
73,State Street Pavilion Club 14,3,4
74,Pavilion Suite K 4,,
75,Pavilion Suite K 2,,
76,Pavilion Suite K 3,,
77,Pavilion Suite K 1,,
78,Pavilion Box 11,0,A
78,Pavilion Box 11,2,C
78,Pavilion Box 11,1,B
79,Pavilion Box 10,0,A
79,Pavilion Box 10,2,C
79,Pavilion Box 10,1,B
79,Pavilion Box 10,4,E
79,Pavilion Box 10,3,D
80,Pavilion Box 13,0,A
80,Pavilion Box 13,2,C
80,Pavilion Box 13,1,B
81,Pavilion Box 12,0,A
81,Pavilion Box 12,2,C
81,Pavilion Box 12,1,B
82,Pavilion Box 14,0,A
82,Pavilion Box 14,2,C
82,Pavilion Box 14,1,B
83,Dugout Box 29,0,1
83,Dugout Box 29,1,2
84,Pavilion Box 9,0,A
84,Pavilion Box 9,2,C
84,Pavilion Box 9,1,B
84,Pavilion Box 9,4,E
84,Pavilion Box 9,3,D
85,Pavilion Box 8,0,A
85,Pavilion Box 8,2,C
85,Pavilion Box 8,1,B
85,Pavilion Box 8,4,E
85,Pavilion Box 8,3,D
86,Emc Suite Right 1,,
87,Emc Suite Right 3,,
88,Emc Suite Right 2,,
89,Emc Suite Right 5,,
90,Emc Suite Right 4,,
91,Emc Suite Right 7,,
92,Emc Suite Right 6,,
93,Emc Suite Right 9,,
94,Emc Suite Right 8,,
95,Pavilion Box 2,0,A
95,Pavilion Box 2,2,C
95,Pavilion Box 2,1,B
95,Pavilion Box 2,4,E
95,Pavilion Box 2,3,D
96,Roof Deck Tables,,
97,Loge Box 138,0,Aa
97,Loge Box 138,5,Ff
97,Loge Box 138,1,Bb
97,Loge Box 138,4,Ee
97,Loge Box 138,10,Ll
97,Loge Box 138,6,Gg
97,Loge Box 138,11,Mm
97,Loge Box 138,7,Hh
97,Loge Box 138,9,Kk
97,Loge Box 138,8,Jj
97,Loge Box 138,12,Nn
97,Loge Box 138,3,Dd
97,Loge Box 138,2,Cc
98,Loge Box 139,0,Aa
98,Loge Box 139,5,Ff
98,Loge Box 139,1,Bb
98,Loge Box 139,4,Ee
98,Loge Box 139,10,Ll
98,Loge Box 139,6,Gg
98,Loge Box 139,11,Mm
98,Loge Box 139,7,Hh
98,Loge Box 139,9,Kk
98,Loge Box 139,8,Jj
98,Loge Box 139,12,Nn
98,Loge Box 139,3,Dd
98,Loge Box 139,2,Cc
99,Loge Box 130,0,Aa
99,Loge Box 130,5,Ff
99,Loge Box 130,1,Bb
99,Loge Box 130,4,Ee
99,Loge Box 130,10,Ll
99,Loge Box 130,6,Gg
99,Loge Box 130,11,Mm
99,Loge Box 130,7,Hh
99,Loge Box 130,9,Kk
99,Loge Box 130,8,Jj
99,Loge Box 130,12,Nn
99,Loge Box 130,3,Dd
99,Loge Box 130,2,Cc
100,Loge Box 131,0,Aa
100,Loge Box 131,5,Ff
100,Loge Box 131,1,Bb
100,Loge Box 131,4,Ee
100,Loge Box 131,10,Ll
100,Loge Box 131,6,Gg
100,Loge Box 131,11,Mm
100,Loge Box 131,7,Hh
100,Loge Box 131,9,Kk
100,Loge Box 131,8,Jj
100,Loge Box 131,12,Nn
100,Loge Box 131,3,Dd
100,Loge Box 131,2,Cc
101,Loge Box 132,0,Aa
101,Loge Box 132,5,Ff
101,Loge Box 132,1,Bb
101,Loge Box 132,4,Ee
101,Loge Box 132,10,Ll
101,Loge Box 132,6,Gg
101,Loge Box 132,11,Mm
101,Loge Box 132,7,Hh
101,Loge Box 132,9,Kk
101,Loge Box 132,8,Jj
101,Loge Box 132,12,Nn
101,Loge Box 132,3,Dd
101,Loge Box 132,2,Cc
102,Loge Box 133,0,Aa
102,Loge Box 133,5,Ff
102,Loge Box 133,1,Bb
102,Loge Box 133,4,Ee
102,Loge Box 133,10,Ll
102,Loge Box 133,6,Gg
102,Loge Box 133,11,Mm
102,Loge Box 133,7,Hh
102,Loge Box 133,9,Kk
102,Loge Box 133,8,Jj
102,Loge Box 133,12,Nn
102,Loge Box 133,3,Dd
102,Loge Box 133,2,Cc
103,Loge Box 134,0,Aa
103,Loge Box 134,5,Ff
103,Loge Box 134,1,Bb
103,Loge Box 134,4,Ee
103,Loge Box 134,10,Ll
103,Loge Box 134,6,Gg
103,Loge Box 134,11,Mm
103,Loge Box 134,7,Hh
103,Loge Box 134,9,Kk
103,Loge Box 134,8,Jj
103,Loge Box 134,12,Nn
103,Loge Box 134,3,Dd
103,Loge Box 134,2,Cc
104,Loge Box 135,0,Aa
104,Loge Box 135,5,Ff
104,Loge Box 135,1,Bb
104,Loge Box 135,4,Ee
104,Loge Box 135,10,Ll
104,Loge Box 135,6,Gg
104,Loge Box 135,11,Mm
104,Loge Box 135,7,Hh
104,Loge Box 135,9,Kk
104,Loge Box 135,8,Jj
104,Loge Box 135,12,Nn
104,Loge Box 135,3,Dd
104,Loge Box 135,2,Cc
105,Loge Box 136,0,Aa
105,Loge Box 136,5,Ff
105,Loge Box 136,1,Bb
105,Loge Box 136,4,Ee
105,Loge Box 136,10,Ll
105,Loge Box 136,6,Gg
105,Loge Box 136,11,Mm
105,Loge Box 136,7,Hh
105,Loge Box 136,9,Kk
105,Loge Box 136,8,Jj
105,Loge Box 136,12,Nn
105,Loge Box 136,3,Dd
105,Loge Box 136,2,Cc
106,Loge Box 137,0,Aa
106,Loge Box 137,5,Ff
106,Loge Box 137,1,Bb
106,Loge Box 137,4,Ee
106,Loge Box 137,10,Ll
106,Loge Box 137,6,Gg
106,Loge Box 137,11,Mm
106,Loge Box 137,7,Hh
106,Loge Box 137,9,Kk
106,Loge Box 137,8,Jj
106,Loge Box 137,12,Nn
106,Loge Box 137,3,Dd
106,Loge Box 137,2,Cc
107,Outfield Grandstand 1,10,11
107,Outfield Grandstand 1,9,10
107,Outfield Grandstand 1,12,13
